ID_VIV,ID_HOG,ID_PER,ID_DEL,UPM,VIV_SEL,HOGAR,BPCOD,R_SEL,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,FAC_DEL,FAC_DEL_AM
913247.04,0913247.04.01,0913247.04.01.01,0913247.04.01.01.03.1,913247,4,1,3,1,1,47,1,99,9,610,610
1502506.01,1502506.01.01,1502506.01.01.01,1502506.01.01.01.10.2,1502506,1,1,10,1,1,54,1,7,9,1562,1562
913869.02,0913869.02.01,0913869.02.01.02,0913869.02.01.02.05.1,913869,2,1,5,2,1,26,1,8,9,2360,2360
1502506.01,1502506.01.01,1502506.01.01.01,1502506.01.01.01.07.1,1502506,1,1,7,1,1,54,1,3,9,1562,1562
913299.02,0913299.02.01,0913299.02.01.03,0913299.02.01.03.10.1,913299,2,1,10,3,1,19,1,6,9,1867,1867
913924.04,0913924.04.01,0913924.04.01.02,0913924.04.01.02.03.1,913924,4,1,3,2,2,35,1,1,9,686,686
913276.04,0913276.04.01,0913276.04.01.03,0913276.04.01.03.08.1,913276,4,1,8,3,1,21,1,5,9,1890,1890
913868.04,0913868.04.01,0913868.04.01.01,0913868.04.01.01.04.1,913868,4,1,4,1,1,54,1,2,9,1377,1377
913813.05,0913813.05.01,0913813.05.01.01,0913813.05.01.01.09.1,913813,5,1,9,1,1,52,1,1,9,1583,1583
913633.01,0913633.01.01,0913633.01.01.01,0913633.01.01.01.02.1,913633,1,1,2,1,1,42,1,12,9,719,719
908911.03,0908911.03.01,0908911.03.01.03,0908911.03.01.03.02.1,908911,3,1,2,3,2,19,1,11,9,475,475
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.05.2,913344,4,1,5,2,2,41,1,3,9,1201,1201
913234.04,0913234.04.01,0913234.04.01.02,0913234.04.01.02.03.1,913234,4,1,3,2,2,36,1,6,9,518,518
913586.05,0913586.05.01,0913586.05.01.01,0913586.05.01.01.03.1,913586,5,1,3,1,1,34,1,2,9,446,446
913603.02,0913603.02.01,0913603.02.01.03,0913603.02.01.03.03.1,913603,2,1,3,3,2,18,1,1,9,712,712
913573.04,0913573.04.01,0913573.04.01.02,0913573.04.01.02.05.4,913573,4,1,5,2,2,25,1,10,9,1692,1692
913501.03,0913501.03.01,0913501.03.01.01,0913501.03.01.01.05.2,913501,3,1,5,1,2,49,1,4,9,1081,1081
913536.01,0913536.01.01,0913536.01.01.03,0913536.01.01.03.09.1,913536,1,1,9,3,2,34,1,11,9,3299,3299
913500.05,0913500.05.01,0913500.05.01.04,0913500.05.01.04.05.2,913500,5,1,5,4,2,21,1,11,9,2393,2393
913667.01,0913667.01.01,0913667.01.01.02,0913667.01.01.02.04.1,913667,1,1,4,2,2,65,1,4,9,562,562
913924.04,0913924.04.01,0913924.04.01.02,0913924.04.01.02.02.1,913924,4,1,2,2,2,35,1,2,9,686,686
913573.04,0913573.04.01,0913573.04.01.02,0913573.04.01.02.05.1,913573,4,1,5,2,2,25,1,2,9,1692,1692
913869.02,0913869.02.01,0913869.02.01.02,0913869.02.01.02.07.1,913869,2,1,7,2,1,26,1,1,9,2360,2360
913908.02,0913908.02.01,0913908.02.01.02,0913908.02.01.02.03.1,913908,2,1,3,2,2,30,1,2,9,595,595
913471.02,0913471.02.01,0913471.02.01.01,0913471.02.01.01.05.3,913471,2,1,5,1,2,49,1,12,9,513,513
913471.02,0913471.02.01,0913471.02.01.01,0913471.02.01.01.04.1,913471,2,1,4,1,2,49,1,1,9,513,513
913243.03,0913243.03.01,0913243.03.01.01,0913243.03.01.01.03.1,913243,3,1,3,1,1,69,1,99,9,491,491
913247.02,0913247.02.01,0913247.02.01.02,0913247.02.01.02.07.1,913247,2,1,7,2,2,33,1,4,9,1830,1830
913924.05,0913924.05.01,0913924.05.01.01,0913924.05.01.01.03.2,913924,5,1,3,1,1,33,1,12,9,686,686
913586.04,0913586.04.01,0913586.04.01.01,0913586.04.01.01.10.1,913586,4,1,10,1,2,35,1,6,9,892,892
913283.05,0913283.05.01,0913283.05.01.03,0913283.05.01.03.05.2,913283,5,1,5,3,1,27,1,9,9,1256,1256
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.05.1,913344,4,1,5,2,2,41,1,12,9,1201,1201
913924.04,0913924.04.01,0913924.04.01.02,0913924.04.01.02.02.2,913924,4,1,2,2,2,35,1,5,9,686,686
913667.01,0913667.01.01,0913667.01.01.02,0913667.01.01.02.07.1,913667,1,1,7,2,2,65,1,6,9,1125,1125
913573.04,0913573.04.01,0913573.04.01.02,0913573.04.01.02.05.2,913573,4,1,5,2,2,25,1,4,9,1692,1692
913924.05,0913924.05.01,0913924.05.01.01,0913924.05.01.01.02.1,913924,5,1,2,1,1,33,1,10,9,686,686
913647.01,0913647.01.01,0913647.01.01.02,0913647.01.01.02.10.1,913647,1,1,10,2,1,28,1,12,9,1218,1218
917748.03,0917748.03.01,0917748.03.01.02,0917748.03.01.02.05.1,917748,3,1,5,2,2,31,1,4,9,1358,1358
913805.02,0913805.02.01,0913805.02.01.02,0913805.02.01.02.05.1,913805,2,1,5,2,2,44,1,2,9,1562,1562
913832.01,0913832.01.01,0913832.01.01.03,0913832.01.01.03.10.1,913832,1,1,10,3,2,35,1,1,9,2251,2251
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.03.1,913344,4,1,3,2,2,41,1,11,9,600,600
1520083.03,1520083.03.01,1520083.03.01.01,1520083.03.01.01.11.1,1520083,3,1,11,1,1,24,1,6,9,2974,2974
913247.02,0913247.02.01,0913247.02.01.02,0913247.02.01.02.08.1,913247,2,1,8,2,2,33,1,1,9,1830,1830
913573.03,0913573.03.01,0913573.03.01.01,0913573.03.01.01.03.1,913573,3,1,3,1,1,40,1,2,9,564,564
913471.02,0913471.02.01,0913471.02.01.01,0913471.02.01.01.05.2,913471,2,1,5,1,2,49,1,11,9,513,513
913283.05,0913283.05.01,0913283.05.01.03,0913283.05.01.03.05.3,913283,5,1,5,3,1,27,1,3,9,1256,1256
913501.03,0913501.03.01,0913501.03.01.01,0913501.03.01.01.05.3,913501,3,1,5,1,2,49,1,7,9,1081,1081
908232.05,0908232.05.01,0908232.05.01.01,0908232.05.01.01.05.2,908232,5,1,5,1,1,53,1,99,9,1879,1879
913573.04,0913573.04.01,0913573.04.01.02,0913573.04.01.02.02.1,913573,4,1,2,2,2,25,1,9,9,564,564
913536.01,0913536.01.01,0913536.01.01.03,0913536.01.01.03.11.1,913536,1,1,11,3,2,34,1,11,9,3299,3299
913299.05,0913299.05.01,0913299.05.01.03,0913299.05.01.03.08.1,913299,5,1,8,3,2,46,1,3,9,3112,3112
913668.05,0913668.05.01,0913668.05.01.03,0913668.05.01.03.02.1,913668,5,1,2,3,1,30,1,5,9,543,543
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.05.3,913344,4,1,5,2,2,41,1,11,9,1201,1201
916050.01,0916050.01.01,0916050.01.01.02,0916050.01.01.02.08.1,916050,1,1,8,2,1,41,1,4,9,1324,1324
913924.05,0913924.05.01,0913924.05.01.01,0913924.05.01.01.03.1,913924,5,1,3,1,1,33,1,8,9,686,686
913501.05,0913501.05.01,0913501.05.01.02,0913501.05.01.02.10.1,913501,5,1,10,2,2,46,1,9,9,1621,1621
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.01.1,913344,4,1,1,2,2,41,1,4,9,600,600
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.13.2,913344,4,1,13,2,2,41,1,12,9,1201,1201
913924.04,0913924.04.01,0913924.04.01.02,0913924.04.01.02.08.1,913924,4,1,8,2,2,35,1,12,9,2057,2057
913536.04,0913536.04.01,0913536.04.01.02,0913536.04.01.02.10.1,913536,4,1,10,2,2,38,1,6,9,3299,3299
913471.01,0913471.01.01,0913471.01.01.01,0913471.01.01.01.05.2,913471,1,1,5,1,2,40,1,5,9,513,513
913536.04,0913536.04.01,0913536.04.01.02,0913536.04.01.02.10.2,913536,4,1,10,2,2,38,1,8,9,3299,3299
913573.04,0913573.04.01,0913573.04.01.02,0913573.04.01.02.02.2,913573,4,1,2,2,2,25,1,12,9,564,564
500711.04,0500711.04.01,0500711.04.01.01,0500711.04.01.01.12.1,500711,4,1,12,1,1,41,1,2,9,843,843
913573.04,0913573.04.01,0913573.04.01.02,0913573.04.01.02.05.3,913573,4,1,5,2,2,25,1,9,9,1692,1692
913667.01,0913667.01.01,0913667.01.01.02,0913667.01.01.02.02.1,913667,1,1,2,2,2,65,1,2,9,562,562
913805.02,0913805.02.01,0913805.02.01.02,0913805.02.01.02.02.1,913805,2,1,2,2,2,44,1,3,9,521,521
913604.01,0913604.01.01,0913604.01.01.01,0913604.01.01.01.05.1,913604,1,1,5,1,2,98,1,1,9,601,601
913352.04,0913352.04.01,0913352.04.01.03,0913352.04.01.03.03.1,913352,4,1,3,3,1,45,1,10,9,548,548
913283.05,0913283.05.01,0913283.05.01.03,0913283.05.01.03.02.1,913283,5,1,2,3,1,27,1,12,9,419,419
2202248.05,2202248.05.01,2202248.05.01.03,2202248.05.01.03.08.1,2202248,5,1,8,3,2,24,1,10,9,798,798
960019.01,0960019.01.01,0960019.01.01.03,0960019.01.01.03.05.1,960019,1,1,5,3,1,42,1,1,9,1906,1906
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.02.3,913344,4,1,2,2,2,41,1,12,9,600,600
913258.05,0913258.05.01,0913258.05.01.01,0913258.05.01.01.08.1,913258,5,1,8,1,1,64,1,7,9,1227,1227
913819.04,0913819.04.01,0913819.04.01.01,0913819.04.01.01.05.1,913819,4,1,5,1,1,40,1,3,9,984,984
908232.05,0908232.05.01,0908232.05.01.01,0908232.05.01.01.10.1,908232,5,1,10,1,1,53,1,99,9,1879,1879
913697.01,0913697.01.01,0913697.01.01.02,0913697.01.01.02.05.1,913697,1,1,5,2,2,98,1,9,9,2795,2795
913668.05,0913668.05.01,0913668.05.01.03,0913668.05.01.03.02.2,913668,5,1,2,3,1,30,1,4,9,543,543
913573.03,0913573.03.01,0913573.03.01.01,0913573.03.01.01.02.1,913573,3,1,2,1,1,40,1,10,9,564,564
913344.04,0913344.04.01,0913344.04.01.02,0913344.04.01.02.13.1,913344,4,1,13,2,2,41,1,9,9,1201,1201
913422.05,0913422.05.01,0913422.05.01.02,0913422.05.01.02.02.1,913422,5,1,2,2,2,32,1,1,9,596,596
913869.02,0913869.02.01,0913869.02.01.02,0913869.02.01.02.11.1,913869,2,1,11,2,1,26,1,11,9,2360,2360
913340.05,0913340.05.01,0913340.05.01.05,0913340.05.01.05.09.1,913340,5,1,9,5,1,22,1,7,9,3093,3093
913471.02,0913471.02.01,0913471.02.01.01,0913471.02.01.01.13.1,913471,2,1,13,1,2,49,1,12,9,513,513
915723.01,0915723.01.01,0915723.01.01.01,0915723.01.01.01.05.2,915723,1,1,5,1,2,42,1,5,9,564,564
913823.02,0913823.02.01,0913823.02.01.02,0913823.02.01.02.02.1,913823,2,1,2,2,2,38,1,7,9,543,543
908232.05,0908232.05.01,0908232.05.01.01,0908232.05.01.01.11.1,908232,5,1,11,1,1,53,1,99,9,1879,1879
913823.02,0913823.02.01,0913823.02.01.02,0913823.02.01.02.02.2,913823,2,1,2,2,2,38,1,12,9,543,543
913924.05,0913924.05.01,0913924.05.01.01,0913924.05.01.01.05.2,913924,5,1,5,1,1,33,1,9,9,1372,1372
913352.02,0913352.02.01,0913352.02.01.01,0913352.02.01.01.08.2,913352,2,1,8,1,1,37,1,9,9,1095,1095
913536.04,0913536.04.01,0913536.04.01.02,0913536.04.01.02.10.3,913536,4,1,10,2,2,38,1,9,9,3299,3299
913813.05,0913813.05.01,0913813.05.01.01,0913813.05.01.01.05.1,913813,5,1,5,1,1,52,1,4,9,1583,1583
913587.01,0913587.01.01,0913587.01.01.01,0913587.01.01.01.03.1,913587,1,1,3,1,1,20,1,5,9,465,465
913275.04,0913275.04.01,0913275.04.01.04,0913275.04.01.04.09.1,913275,4,1,9,4,2,36,1,1,9,2202,2202
913471.02,0913471.02.01,0913471.02.01.01,0913471.02.01.01.05.1,913471,2,1,5,1,2,49,1,6,9,513,513
913422.03,0913422.03.01,0913422.03.01.01,0913422.03.01.01.03.1,913422,3,1,3,1,1,67,1,12,9,596,596
913813.05,0913813.05.01,0913813.05.01.01,0913813.05.01.01.09.3,913813,5,1,9,1,1,52,1,10,9,1583,1583
913924.05,0913924.05.01,0913924.05.01.01,0913924.05.01.01.05.1,913924,5,1,5,1,1,33,1,8,9,1372,1372
500711.04,0500711.04.01,0500711.04.01.01,0500711.04.01.01.02.1,500711,4,1,2,1,1,41,1,10,9,421,421
913869.02,0913869.02.01,0913869.02.01.02,0913869.02.01.02.10.1,913869,2,1,10,2,1,26,1,1,9,2360,2360
916050.01,0916050.01.01,0916050.01.01.02,0916050.01.01.02.05.1,916050,1,1,5,2,1,41,1,2,9,1324,1324
913813.05,0913813.05.01,0913813.05.01.01,0913813.05.01.01.09.2,913813,5,1,9,1,1,52,1,6,9,1583,1583
913388.03,0913388.03.01,0913388.03.01.01,0913388.03.01.01.02.1,913388,3,1,2,1,2,55,1,11,9,594,594
913388.03,0913388.03.01,0913388.03.01.01,0913388.03.01.01.03.1,913388,3,1,3,1,2,55,1,5,9,594,594
913536.02,0913536.02.01,0913536.02.01.01,0913536.02.01.01.03.1,913536,2,1,3,1,2,37,1,2,9,550,550
913422.04,0913422.04.01,0913422.04.01.02,0913422.04.01.02.05.1,913422,4,1,5,2,1,18,1,3,9,1193,1193
913258.05,0913258.05.01,0913258.05.01.01,0913258.05.01.01.03.1,913258,5,1,3,1,1,64,1,11,9,614,614
913352.02,0913352.02.01,0913352.02.01.01,0913352.02.01.01.08.1,913352,2,1,8,1,1,37,1,9,9,1095,1095
913868.04,0913868.04.01,0913868.04.01.01,0913868.04.01.01.10.1,913868,4,1,10,1,1,54,1,11,9,4131,4131
913924.04,0913924.04.01,0913924.04.01.02,0913924.04.01.02.05.2,913924,4,1,5,2,2,35,1,6,9,2057,2057
2501648.04,2501648.04.01,2501648.04.01.03,2501648.04.01.03.13.1,2501648,4,1,13,3,2,20,24,6,25,747,747
2501175.05,2501175.05.01,2501175.05.01.01,2501175.05.01.01.07.1,2501175,5,1,7,1,1,68,24,2,25,265,265
2505047.14,2505047.14.01,2505047.14.01.01,2505047.14.01.01.04.1,2505047,14,1,4,1,2,38,24,99,25,268,268
2502524.04,2502524.04.01,2502524.04.01.02,2502524.04.01.02.07.3,2502524,4,1,7,2,2,24,24,6,25,874,874
2500876.02,2500876.02.01,2500876.02.01.02,2500876.02.01.02.07.1,2500876,2,1,7,2,2,65,24,2,25,572,572
2504860.19,2504860.19.01,2504860.19.01.01,2504860.19.01.01.07.1,2504860,19,1,7,1,1,64,24,8,25,711,711
2504870.08,2504870.08.01,2504870.08.01.02,2504870.08.01.02.08.1,2504870,8,1,8,2,2,26,24,11,25,469,469
2560569.11,2560569.11.01,2560569.11.01.02,2560569.11.01.02.06.1,2560569,11,1,6,2,2,38,24,6,25,443,443
2500876.04,2500876.04.01,2500876.04.01.05,2500876.04.01.05.10.2,2500876,4,1,10,5,1,18,24,5,25,1429,1429
2501933.03,2501933.03.01,2501933.03.01.03,2501933.03.01.03.04.1,2501933,3,1,4,3,1,19,24,5,25,291,291
2501926.04,2501926.04.01,2501926.04.01.02,2501926.04.01.02.08.2,2501926,4,1,8,2,2,36,24,4,25,523,523
2504860.12,2504860.12.01,2504860.12.01.02,2504860.12.01.02.04.1,2504860,12,1,4,2,2,22,24,3,25,237,237
2500875.02,2500875.02.01,2500875.02.01.02,2500875.02.01.02.04.1,2500875,2,1,4,2,2,28,24,6,25,250,250
2501418.01,2501418.01.01,2501418.01.01.01,2501418.01.01.01.01.1,2501418,1,1,1,1,2,41,24,10,25,241,241
2501964.03,2501964.03.01,2501964.03.01.01,2501964.03.01.01.08.1,2501964,3,1,8,1,2,24,24,3,25,215,215
2501943.04,2501943.04.01,2501943.04.01.02,2501943.04.01.02.13.3,2501943,4,1,13,2,2,28,24,6,25,1027,1027
2501926.04,2501926.04.01,2501926.04.01.02,2501926.04.01.02.01.1,2501926,4,1,1,2,2,36,24,7,25,261,261
2502524.03,2502524.03.01,2502524.03.01.02,2502524.03.01.02.03.1,2502524,3,1,3,2,1,26,24,4,25,291,291
2502524.04,2502524.04.01,2502524.04.01.02,2502524.04.01.02.07.1,2502524,4,1,7,2,2,24,24,9,25,874,874
2504870.09,2504870.09.01,2504870.09.01.01,2504870.09.01.01.04.1,2504870,9,1,4,1,1,48,24,12,25,234,234
2501418.01,2501418.01.01,2501418.01.01.01,2501418.01.01.01.01.2,2501418,1,1,1,1,2,41,24,8,25,241,241
2502539.03,2502539.03.01,2502539.03.01.01,2502539.03.01.01.03.1,2502539,3,1,3,1,2,42,24,12,25,273,273
2502539.03,2502539.03.01,2502539.03.01.01,2502539.03.01.01.08.1,2502539,3,1,8,1,2,42,24,11,25,273,273
2501035.04,2501035.04.01,2501035.04.01.01,2501035.04.01.01.08.1,2501035,4,1,8,1,2,23,24,1,25,238,238
2502539.02,2502539.02.01,2502539.02.01.02,2502539.02.01.02.02.1,2502539,2,1,2,2,2,45,24,10,25,273,273
2501980.01,2501980.01.01,2501980.01.01.01,2501980.01.01.01.03.1,2501980,1,1,3,1,1,46,24,8,25,324,324
2501943.04,2501943.04.01,2501943.04.01.02,2501943.04.01.02.14.1,2501943,4,1,14,2,2,28,24,9,25,513,513
2502524.04,2502524.04.01,2502524.04.01.02,2502524.04.01.02.07.2,2502524,4,1,7,2,2,24,24,8,25,874,874
2502338.02,2502338.02.01,2502338.02.01.02,2502338.02.01.02.02.1,2502338,2,1,2,2,2,32,24,11,25,258,258
2501344.02,2501344.02.01,2501344.02.01.01,2501344.02.01.01.10.1,2501344,2,1,10,1,1,26,24,11,25,533,533
2501183.02,2501183.02.01,2501183.02.01.04,2501183.02.01.04.02.2,2501183,2,1,2,4,1,21,24,8,25,256,256
2502465.01,2502465.01.01,2502465.01.01.03,2502465.01.01.03.05.1,2502465,1,1,5,3,2,24,24,11,25,875,875
2502680.03,2502680.03.01,2502680.03.01.03,2502680.03.01.03.07.1,2502680,3,1,7,3,1,21,24,12,25,791,791
2501929.02,2501929.02.01,2501929.02.01.01,2501929.02.01.01.04.1,2501929,2,1,4,1,2,46,24,12,25,284,284
2501646.03,2501646.03.01,2501646.03.01.03,2501646.03.01.03.04.1,2501646,3,1,4,3,1,29,24,8,25,243,243
2501344.02,2501344.02.01,2501344.02.01.01,2501344.02.01.01.05.1,2501344,2,1,5,1,1,26,24,5,25,533,533
2501646.03,2501646.03.01,2501646.03.01.03,2501646.03.01.03.03.1,2501646,3,1,3,3,1,29,24,6,25,243,243
2501916.04,2501916.04.01,2501916.04.01.01,2501916.04.01.01.10.1,2501916,4,1,10,1,1,35,24,12,25,819,819
2502856.05,2502856.05.01,2502856.05.01.01,2502856.05.01.01.09.1,2502856,5,1,9,1,1,45,24,3,25,243,243
2502456.04,2502456.04.01,2502456.04.01.01,2502456.04.01.01.09.1,2502456,4,1,9,1,1,34,24,4,25,628,628
2501385.01,2501385.01.01,2501385.01.01.02,2501385.01.01.02.06.1,2501385,1,1,6,2,1,20,24,1,25,426,426
2560076.16,2560076.16.01,2560076.16.01.01,2560076.16.01.01.02.1,2560076,16,1,2,1,2,34,24,6,25,240,240
2501648.04,2501648.04.01,2501648.04.01.03,2501648.04.01.03.13.2,2501648,4,1,13,3,2,20,24,7,25,747,747
2501631.01,2501631.01.01,2501631.01.01.01,2501631.01.01.01.11.1,2501631,1,1,11,1,1,39,24,99,25,276,276
2501916.01,2501916.01.01,2501916.01.01.03,2501916.01.01.03.05.1,2501916,1,1,5,3,2,31,24,10,25,546,546
2501929.02,2501929.02.01,2501929.02.01.01,2501929.02.01.01.04.2,2501929,2,1,4,1,2,46,24,11,25,284,284
2501556.04,2501556.04.01,2501556.04.01.01,2501556.04.01.01.08.3,2501556,4,1,8,1,2,47,24,11,25,1291,1291
2501648.01,2501648.01.01,2501648.01.01.01,2501648.01.01.01.11.1,2501648,1,1,11,1,2,32,24,6,25,249,249
2504892.19,2504892.19.01,2504892.19.01.02,2504892.19.01.02.01.1,2504892,19,1,1,2,1,57,24,6,25,259,259
2501183.02,2501183.02.01,2501183.02.01.04,2501183.02.01.04.02.1,2501183,2,1,2,4,1,21,24,8,25,256,256
2501646.04,2501646.04.01,2501646.04.01.02,2501646.04.01.02.08.1,2501646,4,1,8,2,2,19,24,10,25,487,487
2501418.02,2501418.02.01,2501418.02.01.02,2501418.02.01.02.07.1,2501418,2,1,7,2,2,29,24,6,25,724,724
2501916.01,2501916.01.01,2501916.01.01.03,2501916.01.01.03.05.2,2501916,1,1,5,3,2,31,24,2,25,546,546
2502468.04,2502468.04.01,2502468.04.01.03,2502468.04.01.03.13.1,2502468,4,1,13,3,2,20,24,99,25,1136,1136
2501035.03,2501035.03.01,2501035.03.01.06,2501035.03.01.06.02.1,2501035,3,1,2,6,1,21,24,11,25,238,238
2501385.03,2501385.03.01,2501385.03.01.01,2501385.03.01.01.04.1,2501385,3,1,4,1,1,62,24,1,25,213,213
2500868.05,2500868.05.01,2500868.05.01.04,2500868.05.01.04.03.1,2500868,5,1,3,4,2,23,24,2,25,237,237
2502429.05,2502429.05.01,2502429.05.01.01,2502429.05.01.01.10.1,2502429,5,1,10,1,2,42,24,7,25,577,577
2501593.03,2501593.03.01,2501593.03.01.02,2501593.03.01.02.05.1,2501593,3,1,5,2,1,34,24,5,25,497,497
2501556.04,2501556.04.01,2501556.04.01.01,2501556.04.01.01.04.1,2501556,4,1,4,1,2,47,24,10,25,269,269
2500876.04,2500876.04.01,2500876.04.01.05,2500876.04.01.05.01.1,2500876,4,1,1,5,1,18,24,5,25,286,286
2501075.05,2501075.05.01,2501075.05.01.01,2501075.05.01.01.03.1,2501075,5,1,3,1,2,52,24,1,25,269,269
2501182.02,2501182.02.01,2501182.02.01.02,2501182.02.01.02.05.2,2501182,2,1,5,2,2,24,24,5,25,760,760
2501979.02,2501979.02.01,2501979.02.01.03,2501979.02.01.03.02.1,2501979,2,1,2,3,1,23,24,6,25,315,315
2501964.03,2501964.03.01,2501964.03.01.01,2501964.03.01.01.07.1,2501964,3,1,7,1,2,24,24,6,25,215,215
2501979.05,2501979.05.01,2501979.05.01.03,2501979.05.01.03.05.1,2501979,5,1,5,3,1,25,24,1,25,946,946
2502507.01,2502507.01.01,2502507.01.01.02,2502507.01.01.02.02.1,2502507,1,1,2,2,2,22,24,1,25,302,302
2504469.07,2504469.07.01,2504469.07.01.04,2504469.07.01.04.05.1,2504469,7,1,5,4,2,20,24,2,25,1327,1327
2501182.02,2501182.02.01,2501182.02.01.02,2501182.02.01.02.02.1,2501182,2,1,2,2,2,24,24,99,25,253,253
2502460.01,2502460.01.01,2502460.01.01.01,2502460.01.01.01.07.1,2502460,1,1,7,1,2,63,24,2,25,366,366
2501310.04,2501310.04.01,2501310.04.01.02,2501310.04.01.02.06.1,2501310,4,1,6,2,2,28,24,9,25,566,566
2502129.05,2502129.05.01,2502129.05.01.02,2502129.05.01.02.04.1,2502129,5,1,4,2,2,22,24,2,25,238,238
2502314.01,2502314.01.01,2502314.01.01.02,2502314.01.01.02.09.1,2502314,1,1,9,2,1,22,24,11,25,751,751
2501088.04,2501088.04.01,2501088.04.01.01,2501088.04.01.01.02.1,2501088,4,1,2,1,1,63,24,7,25,197,197
2504860.02,2504860.02.01,2504860.02.01.03,2504860.02.01.03.08.1,2504860,2,1,8,3,1,30,24,9,25,1184,1184
2504550.17,2504550.17.01,2504550.17.01.03,2504550.17.01.03.07.2,2504550,17,1,7,3,2,53,24,4,25,862,862
2501180.03,2501180.03.01,2501180.03.01.01,2501180.03.01.01.07.1,2501180,3,1,7,1,2,58,24,12,25,237,237
2501964.04,2501964.04.01,2501964.04.01.01,2501964.04.01.01.09.1,2501964,4,1,9,1,1,68,24,10,25,645,645
2502805.03,2502805.03.01,2502805.03.01.01,2502805.03.01.01.10.2,2502805,3,1,10,1,1,42,24,1,25,226,226
2501910.02,2501910.02.01,2501910.02.01.02,2501910.02.01.02.09.1,2501910,2,1,9,2,2,65,24,99,25,489,489
2502805.03,2502805.03.01,2502805.03.01.01,2502805.03.01.01.10.1,2502805,3,1,10,1,1,42,24,2,25,226,226
2501289.03,2501289.03.01,2501289.03.01.02,2501289.03.01.02.07.1,2501289,3,1,7,2,2,33,24,6,25,919,919
2502485.04,2502485.04.01,2502485.04.01.01,2502485.04.01.01.09.1,2502485,4,1,9,1,2,49,24,11,25,534,534
2560510.18,2560510.18.01,2560510.18.01.01,2560510.18.01.01.10.1,2560510,18,1,10,1,1,36,24,2,25,767,767
2501929.03,2501929.03.01,2501929.03.01.01,2501929.03.01.01.05.2,2501929,3,1,5,1,2,54,24,12,25,284,284
2502460.04,2502460.04.01,2502460.04.01.04,2502460.04.01.04.03.1,2502460,4,1,3,4,1,19,24,1,25,366,366
2501929.03,2501929.03.01,2501929.03.01.01,2501929.03.01.01.05.1,2501929,3,1,5,1,2,54,24,12,25,284,284
2501088.04,2501088.04.01,2501088.04.01.01,2501088.04.01.01.03.1,2501088,4,1,3,1,1,63,24,3,25,197,197
2501994.04,2501994.04.01,2501994.04.01.01,2501994.04.01.01.02.1,2501994,4,1,2,1,1,34,24,5,25,229,229
2501182.02,2501182.02.01,2501182.02.01.02,2501182.02.01.02.05.1,2501182,2,1,5,2,2,24,24,2,25,760,760
2501976.04,2501976.04.01,2501976.04.01.01,2501976.04.01.01.03.1,2501976,4,1,3,1,2,70,24,12,25,174,174
2501385.05,2501385.05.01,2501385.05.01.03,2501385.05.01.03.09.1,2501385,5,1,9,3,1,37,24,2,25,851,851
2504878.17,2504878.17.01,2504878.17.01.01,2504878.17.01.01.04.1,2504878,17,1,4,1,1,59,24,12,25,204,204
2501385.01,2501385.01.01,2501385.01.01.02,2501385.01.01.02.06.2,2501385,1,1,6,2,1,20,24,6,25,426,426
2502524.04,2502524.04.01,2502524.04.01.02,2502524.04.01.02.05.1,2502524,4,1,5,2,2,24,24,11,25,874,874
2560510.18,2560510.18.01,2560510.18.01.01,2560510.18.01.01.04.1,2560510,18,1,4,1,1,36,24,9,25,256,256
2504883.08,2504883.08.01,2504883.08.01.02,2504883.08.01.02.02.1,2504883,8,1,2,2,2,60,24,11,25,246,246
2502119.01,2502119.01.01,2502119.01.01.01,2502119.01.01.01.04.1,2502119,1,1,4,1,2,62,24,12,25,243,243
2501310.01,2501310.01.01,2501310.01.01.01,2501310.01.01.01.04.1,2501310,1,1,4,1,1,79,24,9,25,283,283
2501289.03,2501289.03.01,2501289.03.01.02,2501289.03.01.02.04.1,2501289,3,1,4,2,2,33,24,7,25,459,459
2502524.04,2502524.04.01,2502524.04.01.02,2502524.04.01.02.10.1,2502524,4,1,10,2,2,24,24,12,25,874,874
2502571.01,2502571.01.01,2502571.01.01.01,2502571.01.01.01.03.1,2502571,1,1,3,1,1,33,24,11,25,224,224
2501105.05,2501105.05.01,2501105.05.01.02,2501105.05.01.02.02.1,2501105,5,1,2,2,2,33,24,3,25,254,254
2502000.04,2502000.04.01,2502000.04.01.02,2502000.04.01.02.03.2,2502000,4,1,3,2,1,23,24,10,25,283,283
2504870.06,2504870.06.01,2504870.06.01.01,2504870.06.01.01.09.1,2504870,6,1,9,1,1,36,24,11,25,469,469
2504550.02,2504550.02.01,2504550.02.01.01,2504550.02.01.01.08.1,2504550,2,1,8,1,1,65,24,1,25,431,431
2502422.02,2502422.02.01,2502422.02.01.01,2502422.02.01.01.05.1,2502422,2,1,5,1,1,46,24,2,25,494,494
2504892.09,2504892.09.01,2504892.09.01.01,2504892.09.01.01.10.1,2504892,9,1,10,1,1,72,24,4,25,518,518
