ID_VIV,ID_HOG,ID_PER,ID_DEL,UPM,VIV_SEL,HOGAR,BPCOD,R_SEL,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,FAC_DEL,FAC_DEL_AM
206374.01,0206374.01.01,0206374.01.01.02,0206374.01.01.02.07.1,206374,1,1,7,2,2,43,21,2,2,1043,1043
208069.18,0208069.18.01,0208069.18.01.02,0208069.18.01.02.08.1,208069,18,1,8,2,2,29,21,11,2,1078,1078
208098.11,0208098.11.01,0208098.11.01.01,0208098.11.01.01.01.1,208098,11,1,1,1,1,43,21,2,2,377,377
204439.03,0204439.03.01,0204439.03.01.08,0204439.03.01.08.01.1,204439,3,1,1,8,1,30,21,2,2,345,345
208189.03,0208189.03.01,0208189.03.01.01,0208189.03.01.01.09.1,208189,3,1,9,1,2,32,21,5,2,542,542
206361.04,0206361.04.01,0206361.04.01.01,0206361.04.01.01.03.1,206361,4,1,3,1,1,45,21,6,2,404,404
204529.01,0204529.01.01,0204529.01.01.02,0204529.01.01.02.10.1,204529,1,1,10,2,2,33,21,3,2,948,948
207325.05,0207325.05.01,0207325.05.01.01,0207325.05.01.01.05.1,207325,5,1,5,1,1,23,21,3,2,1107,1107
206373.01,0206373.01.01,0206373.01.01.02,0206373.01.01.02.05.1,206373,1,1,5,2,2,30,21,8,2,693,693
205346.02,0205346.02.01,0205346.02.01.01,0205346.02.01.01.07.1,205346,2,1,7,1,1,48,21,7,2,346,346
206366.04,0206366.04.01,0206366.04.01.01,0206366.04.01.01.03.1,206366,4,1,3,1,1,28,21,12,2,351,351
206361.04,0206361.04.01,0206361.04.01.01,0206361.04.01.01.03.2,206361,4,1,3,1,1,45,21,6,2,404,404
208069.16,0208069.16.01,0208069.16.01.03,0208069.16.01.03.05.1,208069,16,1,5,3,1,18,21,11,2,1617,1617
206686.03,0206686.03.01,0206686.03.01.02,0206686.03.01.02.05.1,206686,3,1,5,2,2,33,21,3,2,974,974
203605.01,0203605.01.01,0203605.01.01.01,0203605.01.01.01.09.1,203605,1,1,9,1,1,64,21,2,2,381,381
204667.02,0204667.02.01,0204667.02.01.01,0204667.02.01.01.03.1,204667,2,1,3,1,1,42,21,6,2,248,248
208069.11,0208069.11.01,0208069.11.01.01,0208069.11.01.01.01.1,208069,11,1,1,1,2,49,21,11,2,539,539
204534.04,0204534.04.01,0204534.04.01.03,0204534.04.01.03.02.1,204534,4,1,2,3,1,19,21,5,2,371,371
206366.04,0206366.04.01,0206366.04.01.01,0206366.04.01.01.02.1,206366,4,1,2,1,1,28,21,7,2,351,351
206364.01,0206364.01.01,0206364.01.01.02,0206364.01.01.02.02.1,206364,1,1,2,2,2,54,21,11,2,344,344
203446.01,0203446.01.01,0203446.01.01.02,0203446.01.01.02.03.1,203446,1,1,3,2,2,27,21,1,2,482,482
205634.05,0205634.05.01,0205634.05.01.03,0205634.05.01.03.13.1,205634,5,1,13,3,2,24,21,6,2,1298,1298
208189.03,0208189.03.01,0208189.03.01.01,0208189.03.01.01.04.1,208189,3,1,4,1,2,32,21,6,2,271,271
206366.04,0206366.04.01,0206366.04.01.01,0206366.04.01.01.02.2,206366,4,1,2,1,1,28,21,8,2,351,351
206361.04,0206361.04.01,0206361.04.01.01,0206361.04.01.01.03.3,206361,4,1,3,1,1,45,21,5,2,404,404
206695.04,0206695.04.01,0206695.04.01.02,0206695.04.01.02.03.2,206695,4,1,3,2,2,35,21,2,2,398,398
205531.02,0205531.02.01,0205531.02.01.03,0205531.02.01.03.07.1,205531,2,1,7,3,1,28,21,6,2,1487,1487
206578.02,0206578.02.01,0206578.02.01.02,0206578.02.01.02.05.1,206578,2,1,5,2,2,38,21,10,2,715,715
203547.01,0203547.01.01,0203547.01.01.05,0203547.01.01.05.08.1,203547,1,1,8,5,1,23,21,7,2,2266,2266
208069.02,0208069.02.01,0208069.02.01.01,0208069.02.01.01.01.1,208069,2,1,1,1,1,20,21,1,2,539,539
208069.18,0208069.18.01,0208069.18.01.02,0208069.18.01.02.10.1,208069,18,1,10,2,2,29,21,10,2,1078,1078
204529.04,0204529.04.01,0204529.04.01.05,0204529.04.01.05.01.1,204529,4,1,1,5,1,26,21,99,2,474,474
208189.04,0208189.04.01,0208189.04.01.01,0208189.04.01.01.02.1,208189,4,1,2,1,2,47,21,5,2,271,271
205531.03,0205531.03.01,0205531.03.01.01,0205531.03.01.01.09.1,205531,3,1,9,1,1,23,21,1,2,372,372
206361.04,0206361.04.01,0206361.04.01.01,0206361.04.01.01.05.1,206361,4,1,5,1,1,45,21,99,2,1212,1212
203437.02,0203437.02.01,0203437.02.01.01,0203437.02.01.01.02.2,203437,2,1,2,1,2,53,21,6,2,625,625
260106.12,0260106.12.01,0260106.12.01.01,0260106.12.01.01.02.1,260106,12,1,2,1,2,38,21,2,2,436,436
205345.04,0205345.04.01,0205345.04.01.03,0205345.04.01.03.02.1,205345,4,1,2,3,1,31,21,2,2,350,350
206374.01,0206374.01.01,0206374.01.01.02,0206374.01.01.02.07.2,206374,1,1,7,2,2,43,21,6,2,1043,1043
207269.04,0207269.04.01,0207269.04.01.02,0207269.04.01.02.02.1,207269,4,1,2,2,1,43,21,12,2,315,315
206578.04,0206578.04.01,0206578.04.01.03,0206578.04.01.03.03.2,206578,4,1,3,3,2,28,21,9,2,358,358
204667.01,0204667.01.01,0204667.01.01.01,0204667.01.01.01.09.1,204667,1,1,9,1,2,94,21,5,2,248,248
206578.04,0206578.04.01,0206578.04.01.03,0206578.04.01.03.03.1,206578,4,1,3,3,2,28,21,8,2,358,358
208189.04,0208189.04.01,0208189.04.01.01,0208189.04.01.01.01.1,208189,4,1,1,1,2,47,21,2,2,271,271
206361.03,0206361.03.01,0206361.03.01.01,0206361.03.01.01.03.1,206361,3,1,3,1,1,47,21,1,2,404,404
203446.01,0203446.01.01,0203446.01.01.02,0203446.01.01.02.03.2,203446,1,1,3,2,2,27,21,7,2,482,482
205175.01,0205175.01.01,0205175.01.01.01,0205175.01.01.01.07.1,205175,1,1,7,1,2,60,21,12,2,968,968
204439.04,0204439.04.01,0204439.04.01.02,0204439.04.01.02.04.1,204439,4,1,4,2,1,19,21,6,2,345,345
204788.01,0204788.01.01,0204788.01.01.03,0204788.01.01.03.05.1,204788,1,1,5,3,2,22,21,4,2,1165,1165
204439.01,0204439.01.01,0204439.01.01.01,0204439.01.01.01.03.3,204439,1,1,3,1,2,61,21,8,2,345,345
207269.02,0207269.02.01,0207269.02.01.01,0207269.02.01.01.05.1,207269,2,1,5,1,2,62,21,10,2,315,315
260106.08,0260106.08.01,0260106.08.01.03,0260106.08.01.03.03.1,260106,8,1,3,3,1,18,21,11,2,436,436
206695.02,0206695.02.01,0206695.02.01.01,0206695.02.01.01.06.1,206695,2,1,6,1,2,47,21,1,2,996,996
207325.04,0207325.04.01,0207325.04.01.02,0207325.04.01.02.04.1,207325,4,1,4,2,2,60,21,6,2,369,369
203446.01,0203446.01.01,0203446.01.01.02,0203446.01.01.02.08.1,203446,1,1,8,2,2,27,21,5,2,963,963
206540.03,0206540.03.01,0206540.03.01.01,0206540.03.01.01.10.1,206540,3,1,10,1,2,31,21,99,2,358,358
205190.02,0205190.02.01,0205190.02.01.01,0205190.02.01.01.03.1,205190,2,1,3,1,2,71,21,12,2,343,343
205175.04,0205175.04.01,0205175.04.01.04,0205175.04.01.04.09.1,205175,4,1,9,4,2,35,21,99,2,1290,1290
203437.02,0203437.02.01,0203437.02.01.01,0203437.02.01.01.02.4,203437,2,1,2,1,2,53,21,11,2,625,625
203547.01,0203547.01.01,0203547.01.01.05,0203547.01.01.05.02.1,203547,1,1,2,5,1,23,21,4,2,378,378
203446.04,0203446.04.01,0203446.04.01.01,0203446.04.01.01.04.1,203446,4,1,4,1,1,19,21,99,2,482,482
203437.02,0203437.02.01,0203437.02.01.01,0203437.02.01.01.02.1,203437,2,1,2,1,2,53,21,1,2,625,625
203380.05,0203380.05.01,0203380.05.01.02,0203380.05.01.02.11.1,203380,5,1,11,2,2,37,21,7,2,1613,1613
203437.03,0203437.03.01,0203437.03.01.02,0203437.03.01.02.05.1,203437,3,1,5,2,2,43,21,2,2,1251,1251
600295.05,0600295.05.01,0600295.05.01.01,0600295.05.01.01.09.1,600295,5,1,9,1,2,32,21,9,2,73,73
206726.04,0206726.04.01,0206726.04.01.01,0206726.04.01.01.03.1,206726,4,1,3,1,1,50,21,2,2,530,530
205634.04,0205634.04.01,0205634.04.01.01,0205634.04.01.01.04.1,205634,4,1,4,1,1,55,21,99,2,325,325
206686.05,0206686.05.01,0206686.05.01.02,0206686.05.01.02.07.1,206686,5,1,7,2,2,49,21,8,2,1948,1948
206540.04,0206540.04.01,0206540.04.01.01,0206540.04.01.01.01.1,206540,4,1,1,1,1,23,21,7,2,358,358
203566.01,0203566.01.01,0203566.01.01.02,0203566.01.01.02.03.1,203566,1,1,3,2,2,35,21,11,2,363,363
206546.01,0206546.01.01,0206546.01.01.01,0206546.01.01.01.01.1,206546,1,1,1,1,1,53,21,1,2,367,367
206546.01,0206546.01.01,0206546.01.01.01,0206546.01.01.01.02.1,206546,1,1,2,1,1,53,21,1,2,367,367
206361.03,0206361.03.01,0206361.03.01.01,0206361.03.01.01.02.2,206361,3,1,2,1,1,47,21,6,2,404,404
204439.03,0204439.03.01,0204439.03.01.08,0204439.03.01.08.02.1,204439,3,1,2,8,1,30,21,6,2,345,345
207456.01,0207456.01.01,0207456.01.01.02,0207456.01.01.02.01.1,207456,1,1,1,2,2,41,21,1,2,775,775
203566.05,0203566.05.01,0203566.05.01.01,0203566.05.01.01.07.1,203566,5,1,7,1,1,48,21,12,2,725,725
2560815.15,2560815.15.01,2560815.15.01.03,2560815.15.01.03.05.1,2560815,15,1,5,3,1,25,21,12,2,514,514
207538.1,0207538.10.01,0207538.10.01.01,0207538.10.01.01.02.1,207538,10,1,2,1,1,40,21,8,2,361,361
205531.02,0205531.02.01,0205531.02.01.03,0205531.02.01.03.03.1,205531,2,1,3,3,1,28,21,6,2,372,372
204667.04,0204667.04.01,0204667.04.01.01,0204667.04.01.01.03.1,204667,4,1,3,1,1,69,21,8,2,248,248
207538.1,0207538.10.01,0207538.10.01.01,0207538.10.01.01.03.1,207538,10,1,3,1,1,40,21,11,2,361,361
260376.03,0260376.03.01,0260376.03.01.02,0260376.03.01.02.05.1,260376,3,1,5,2,2,42,21,1,2,2887,2887
207373.04,0207373.04.01,0207373.04.01.01,0207373.04.01.01.04.1,207373,4,1,4,1,1,38,21,10,2,300,300
207416.03,0207416.03.01,0207416.03.01.01,0207416.03.01.01.04.1,207416,3,1,4,1,1,64,21,4,2,305,305
203437.02,0203437.02.01,0203437.02.01.01,0203437.02.01.01.02.3,203437,2,1,2,1,2,53,21,10,2,625,625
206540.03,0206540.03.01,0206540.03.01.01,0206540.03.01.01.08.1,206540,3,1,8,1,2,31,21,99,2,358,358
203547.01,0203547.01.01,0203547.01.01.05,0203547.01.01.05.03.1,203547,1,1,3,5,1,23,21,3,2,378,378
203477.05,0203477.05.01,0203477.05.01.02,0203477.05.01.02.01.1,203477,5,1,1,2,2,30,21,1,2,339,339
206361.03,0206361.03.01,0206361.03.01.01,0206361.03.01.01.03.2,206361,3,1,3,1,1,47,21,7,2,404,404
204794.02,0204794.02.01,0204794.02.01.01,0204794.02.01.01.06.1,204794,2,1,6,1,1,39,21,6,2,701,701
203179.05,0203179.05.01,0203179.05.01.03,0203179.05.01.03.02.1,203179,5,1,2,3,2,40,21,1,2,348,348
204788.01,0204788.01.01,0204788.01.01.03,0204788.01.01.03.09.1,204788,1,1,9,3,2,22,21,1,2,1165,1165
204788.01,0204788.01.01,0204788.01.01.03,0204788.01.01.03.05.2,204788,1,1,5,3,2,22,21,4,2,1165,1165
203847.01,0203847.01.01,0203847.01.01.01,0203847.01.01.01.03.1,203847,1,1,3,1,1,51,21,12,2,372,372
203446.01,0203446.01.01,0203446.01.01.02,0203446.01.01.02.08.3,203446,1,1,8,2,2,27,21,12,2,963,963
205434.05,0205434.05.01,0205434.05.01.01,0205434.05.01.01.09.1,205434,5,1,9,1,2,37,21,10,2,321,321
205345.01,0205345.01.01,0205345.01.01.02,0205345.01.01.02.07.1,205345,1,1,7,2,1,32,21,6,2,701,701
206540.03,0206540.03.01,0206540.03.01.01,0206540.03.01.01.04.2,206540,3,1,4,1,2,31,21,4,2,358,358
208098.14,0208098.14.01,0208098.14.01.03,0208098.14.01.03.04.1,208098,14,1,4,3,2,22,21,9,2,377,377
203424.02,0203424.02.01,0203424.02.01.03,0203424.02.01.03.07.1,203424,2,1,7,3,2,30,21,3,2,1263,1263
203380.05,0203380.05.01,0203380.05.01.02,0203380.05.01.02.04.1,203380,5,1,4,2,2,37,21,99,2,403,403
203527.02,0203527.02.01,0203527.02.01.03,0203527.02.01.03.03.1,203527,2,1,3,3,2,29,21,5,2,466,466
206096.02,0206096.02.01,0206096.02.01.02,0206096.02.01.02.10.1,206096,2,1,10,2,2,28,21,7,2,661,661
260352.12,0260352.12.01,0260352.12.01.01,0260352.12.01.01.04.1,260352,12,1,4,1,1,47,21,2,2,600,600
203166.04,0203166.04.02,0203166.04.02.01,0203166.04.02.01.07.1,203166,4,2,7,1,1,37,21,3,2,421,421
205841.02,0205841.02.01,0205841.02.01.01,0205841.02.01.01.07.1,205841,2,1,7,1,2,32,21,12,2,352,352
203184.04,0203184.04.01,0203184.04.01.03,0203184.04.01.03.07.1,203184,4,1,7,3,2,26,21,2,2,1017,1017
204667.05,0204667.05.01,0204667.05.01.01,0204667.05.01.01.03.1,204667,5,1,3,1,2,66,21,6,2,248,248
203446.01,0203446.01.01,0203446.01.01.02,0203446.01.01.02.04.1,203446,1,1,4,2,2,27,21,99,2,482,482
204611.03,0204611.03.01,0204611.03.01.01,0204611.03.01.01.02.2,204611,3,1,2,1,2,42,21,11,2,322,322
207416.05,0207416.05.01,0207416.05.01.04,0207416.05.01.04.03.1,207416,5,1,3,4,2,74,21,7,2,305,305
204827.02,0204827.02.01,0204827.02.01.01,0204827.02.01.01.07.1,204827,2,1,7,1,2,41,21,6,2,1290,1290
207626.06,0207626.06.01,0207626.06.01.02,0207626.06.01.02.03.1,207626,6,1,3,2,1,32,21,3,2,400,400
207373.03,0207373.03.02,0207373.03.02.02,0207373.03.02.02.02.1,207373,3,2,2,2,2,36,21,99,2,300,300
208039.15,0208039.15.01,0208039.15.01.01,0208039.15.01.01.01.1,208039,15,1,1,1,2,29,21,8,2,497,497
203446.04,0203446.04.01,0203446.04.01.01,0203446.04.01.01.03.1,203446,4,1,3,1,1,19,21,2,2,482,482
203380.05,0203380.05.01,0203380.05.01.02,0203380.05.01.02.04.5,203380,5,1,4,2,2,37,21,12,2,403,403
204439.01,0204439.01.01,0204439.01.01.01,0204439.01.01.01.03.2,204439,1,1,3,1,2,61,21,6,2,345,345
206096.02,0206096.02.01,0206096.02.01.02,0206096.02.01.02.07.1,206096,2,1,7,2,2,28,21,11,2,661,661
206812.04,0206812.04.01,0206812.04.01.01,0206812.04.01.01.13.2,206812,4,1,13,1,1,34,21,4,2,707,707
206043.05,0206043.05.01,0206043.05.01.01,0206043.05.01.01.04.1,206043,5,1,4,1,2,55,21,4,2,308,308
260352.18,0260352.18.01,0260352.18.01.03,0260352.18.01.03.09.1,260352,18,1,9,3,1,30,21,5,2,1799,1799
203818.03,0203818.03.01,0203818.03.01.01,0203818.03.01.01.10.1,203818,3,1,10,1,1,31,21,12,2,356,356
205193.05,0205193.05.01,0205193.05.01.04,0205193.05.01.04.05.1,205193,5,1,5,4,1,20,21,4,2,1329,1329
205261.04,0205261.04.01,0205261.04.01.01,0205261.04.01.01.01.1,205261,4,1,1,1,1,38,21,11,2,377,377
203446.01,0203446.01.01,0203446.01.01.02,0203446.01.01.02.08.2,203446,1,1,8,2,2,27,21,9,2,963,963
206347.05,0206347.05.01,0206347.05.01.01,0206347.05.01.01.01.1,206347,5,1,1,1,1,53,21,1,2,398,398
204611.03,0204611.03.01,0204611.03.01.01,0204611.03.01.01.07.1,204611,3,1,7,1,2,42,21,9,2,643,643
204439.01,0204439.01.01,0204439.01.01.01,0204439.01.01.01.01.1,204439,1,1,1,1,2,61,21,2,2,345,345
205841.02,0205841.02.01,0205841.02.01.01,0205841.02.01.01.05.1,205841,2,1,5,1,2,32,21,1,2,352,352
205369.02,0205369.02.01,0205369.02.01.02,0205369.02.01.02.01.1,205369,2,1,1,2,2,73,21,6,2,276,276
207451.05,0207451.05.01,0207451.05.01.02,0207451.05.01.02.07.1,207451,5,1,7,2,1,21,21,6,2,1774,1774
204746.03,0204746.03.01,0204746.03.01.01,0204746.03.01.01.01.1,204746,3,1,1,1,1,62,21,10,2,251,251
204822.03,0204822.03.01,0204822.03.01.02,0204822.03.01.02.04.1,204822,3,1,4,2,1,59,21,3,2,357,357
260106.1,0260106.10.01,0260106.10.01.01,0260106.10.01.01.10.1,260106,10,1,10,1,2,35,21,99,2,436,436
204535.03,0204535.03.01,0204535.03.01.02,0204535.03.01.02.02.1,204535,3,1,2,2,2,98,21,2,2,297,297
205634.05,0205634.05.01,0205634.05.01.03,0205634.05.01.03.03.1,205634,5,1,3,3,2,24,21,10,2,325,325
203184.03,0203184.03.01,0203184.03.01.02,0203184.03.01.02.01.1,203184,3,1,1,2,1,35,21,2,2,254,254
260106.02,0260106.02.01,0260106.02.01.01,0260106.02.01.01.03.1,260106,2,1,3,1,1,36,21,8,2,436,436
205389.02,0205389.02.01,0205389.02.01.02,0205389.02.01.02.02.1,205389,2,1,2,2,1,48,21,9,2,292,292
206812.05,0206812.05.02,0206812.05.02.01,0206812.05.02.01.07.1,206812,5,2,7,1,1,25,21,7,2,354,354
207327.05,0207327.05.01,0207327.05.01.02,0207327.05.01.02.02.1,207327,5,1,2,2,2,36,21,3,2,468,468
203477.04,0203477.04.01,0203477.04.01.02,0203477.04.01.02.09.1,203477,4,1,9,2,2,55,21,6,2,1694,1694
206695.04,0206695.04.01,0206695.04.01.02,0206695.04.01.02.03.4,206695,4,1,3,2,2,35,21,7,2,398,398
203380.05,0203380.05.01,0203380.05.01.02,0203380.05.01.02.02.3,203380,5,1,2,2,2,37,21,99,2,403,403
206856.04,0206856.04.01,0206856.04.01.03,0206856.04.01.03.09.1,206856,4,1,9,3,1,23,21,3,2,1047,1047
203179.02,0203179.02.01,0203179.02.01.03,0203179.02.01.03.07.1,203179,2,1,7,3,1,29,21,7,2,1392,1392
203547.01,0203547.01.01,0203547.01.01.05,0203547.01.01.05.10.1,203547,1,1,10,5,1,23,21,8,2,2266,2266
207606.13,0207606.13.01,0207606.13.01.01,0207606.13.01.01.06.1,207606,13,1,6,1,1,39,21,2,2,399,399
200985.01,0200985.01.01,0200985.01.01.01,0200985.01.01.01.05.1,200985,1,1,5,1,1,39,21,7,2,926,926
207327.01,0207327.01.01,0207327.01.01.01,0207327.01.01.01.07.1,207327,1,1,7,1,1,31,21,10,2,937,937
206237.03,0206237.03.01,0206237.03.01.03,0206237.03.01.03.08.1,206237,3,1,8,3,1,18,21,10,2,1116,1116
205261.05,0205261.05.01,0205261.05.01.01,0205261.05.01.01.01.1,205261,5,1,1,1,2,53,21,10,2,377,377
204773.03,0204773.03.01,0204773.03.01.02,0204773.03.01.02.01.1,204773,3,1,1,2,1,41,21,3,2,587,587
204748.02,0204748.02.01,0204748.02.01.03,0204748.02.01.03.07.1,204748,2,1,7,3,1,30,21,8,2,892,892
204439.01,0204439.01.01,0204439.01.01.01,0204439.01.01.01.03.1,204439,1,1,3,1,2,61,21,3,2,345,345
207508.03,0207508.03.01,0207508.03.01.01,0207508.03.01.01.04.1,207508,3,1,4,1,2,45,21,6,2,343,343
206695.05,0206695.05.01,0206695.05.01.01,0206695.05.01.01.07.1,206695,5,1,7,1,2,27,21,7,2,664,664
203617.03,0203617.03.01,0203617.03.01.02,0203617.03.01.02.09.2,203617,3,1,9,2,1,23,21,12,2,684,684
204822.04,0204822.04.01,0204822.04.01.01,0204822.04.01.01.07.1,204822,4,1,7,1,1,38,21,9,2,714,714
205619.01,0205619.01.01,0205619.01.01.01,0205619.01.01.01.10.2,205619,1,1,10,1,2,67,21,11,2,329,329
207538.16,0207538.16.01,0207538.16.01.01,0207538.16.01.01.05.1,207538,16,1,5,1,1,41,21,6,2,1083,1083
205634.04,0205634.04.01,0205634.04.01.01,0205634.04.01.01.12.1,205634,4,1,12,1,1,55,21,11,2,1298,1298
206096.02,0206096.02.01,0206096.02.01.02,0206096.02.01.02.13.1,206096,2,1,13,2,2,28,21,6,2,661,661
205281.02,0205281.02.01,0205281.02.01.01,0205281.02.01.01.07.1,205281,2,1,7,1,2,52,21,4,2,340,340
204973.01,0204973.01.01,0204973.01.01.01,0204973.01.01.01.05.1,204973,1,1,5,1,2,31,21,3,2,317,317
203323.05,0203323.05.01,0203323.05.01.01,0203323.05.01.01.05.1,203323,5,1,5,1,1,33,21,12,2,759,759
206235.01,0206235.01.01,0206235.01.01.02,0206235.01.01.02.04.1,206235,1,1,4,2,2,45,21,99,2,380,380
206235.01,0206235.01.01,0206235.01.01.02,0206235.01.01.02.04.2,206235,1,1,4,2,2,45,21,99,2,380,380
260352.13,0260352.13.01,0260352.13.01.01,0260352.13.01.01.04.1,260352,13,1,4,1,1,52,21,9,2,600,600
206504.04,0206504.04.01,0206504.04.01.01,0206504.04.01.01.07.1,206504,4,1,7,1,1,41,21,7,2,928,928
206812.04,0206812.04.01,0206812.04.01.01,0206812.04.01.01.13.5,206812,4,1,13,1,1,34,21,6,2,707,707
204002.03,0204002.03.01,0204002.03.01.02,0204002.03.01.02.08.1,204002,3,1,8,2,2,41,21,7,2,773,773
204809.04,0204809.04.01,0204809.04.01.01,0204809.04.01.01.10.1,204809,4,1,10,1,1,57,21,11,2,798,798
204824.05,0204824.05.01,0204824.05.01.01,0204824.05.01.01.02.1,204824,5,1,2,1,2,52,21,3,2,374,374
207416.02,0207416.02.01,0207416.02.01.01,0207416.02.01.01.13.1,207416,2,1,13,1,2,27,21,11,2,305,305
204809.04,0204809.04.01,0204809.04.01.01,0204809.04.01.01.10.2,204809,4,1,10,1,1,57,21,4,2,798,798
205619.01,0205619.01.01,0205619.01.01.01,0205619.01.01.01.10.1,205619,1,1,10,1,2,67,21,10,2,329,329
207438.01,0207438.01.01,0207438.01.01.01,0207438.01.01.01.09.1,207438,1,1,9,1,2,45,21,8,2,1607,1607
205417.03,0205417.03.01,0205417.03.01.02,0205417.03.01.02.10.1,205417,3,1,10,2,1,60,21,99,2,1359,1359
204649.03,0204649.03.01,0204649.03.01.02,0204649.03.01.02.04.1,204649,3,1,4,2,2,62,21,10,2,361,361
208231.03,0208231.03.01,0208231.03.01.02,0208231.03.01.02.02.1,208231,3,1,2,2,2,47,21,99,2,384,384
205841.02,0205841.02.01,0205841.02.01.01,0205841.02.01.01.08.1,205841,2,1,8,1,2,32,21,12,2,352,352
205531.04,0205531.04.01,0205531.04.01.01,0205531.04.01.01.05.1,205531,4,1,5,1,2,20,21,1,2,744,744
207456.02,0207456.02.01,0207456.02.01.01,0207456.02.01.01.09.1,207456,2,1,9,1,1,29,21,10,2,775,775
203820.04,0203820.04.01,0203820.04.01.01,0203820.04.01.01.02.1,203820,4,1,2,1,2,33,21,2,2,359,359
203665.02,0203665.02.01,0203665.02.01.01,0203665.02.01.01.09.1,203665,2,1,9,1,2,77,21,1,2,373,373
206043.02,0206043.02.01,0206043.02.01.02,0206043.02.01.02.07.1,206043,2,1,7,2,2,43,21,10,2,924,924
260106.02,0260106.02.01,0260106.02.01.01,0260106.02.01.01.08.1,260106,2,1,8,1,1,36,21,7,2,872,872
205193.05,0205193.05.01,0205193.05.01.04,0205193.05.01.04.02.2,205193,5,1,2,4,1,20,21,99,2,332,332
204994.04,0204994.04.01,0204994.04.01.03,0204994.04.01.03.04.1,204994,4,1,4,3,1,18,21,11,2,335,335
205190.03,0205190.03.01,0205190.03.01.02,0205190.03.01.02.03.1,205190,3,1,3,2,2,42,21,1,2,343,343
260352.1,0260352.10.01,0260352.10.01.02,0260352.10.01.02.09.1,260352,10,1,9,2,2,70,21,9,2,1199,1199
203380.05,0203380.05.01,0203380.05.01.02,0203380.05.01.02.04.2,203380,5,1,4,2,2,37,21,99,2,403,403
203403.02,0203403.02.01,0203403.02.01.01,0203403.02.01.01.04.1,203403,2,1,4,1,2,40,21,8,2,415,415
203403.04,0203403.04.01,0203403.04.01.01,0203403.04.01.01.06.1,203403,4,1,6,1,2,54,21,10,2,415,415
203166.04,0203166.04.02,0203166.04.02.01,0203166.04.02.01.03.1,203166,4,2,3,1,1,37,21,5,2,210,210
204924.04,0204924.04.01,0204924.04.01.02,0204924.04.01.02.05.1,204924,4,1,5,2,2,25,21,2,2,1303,1303
204002.03,0204002.03.01,0204002.03.01.02,0204002.03.01.02.04.1,204002,3,1,4,2,2,41,21,8,2,387,387
207327.03,0207327.03.01,0207327.03.01.02,0207327.03.01.02.05.1,207327,3,1,5,2,2,38,21,11,2,937,937
205348.03,0205348.03.01,0205348.03.01.01,0205348.03.01.01.07.1,205348,3,1,7,1,1,33,21,2,2,742,742
204822.04,0204822.04.01,0204822.04.01.01,0204822.04.01.01.08.1,204822,4,1,8,1,1,38,21,11,2,714,714
1960320.1,1960320.10.01,1960320.10.01.02,1960320.10.01.02.05.1,1960320,10,1,5,2,1,26,21,11,2,2690,2690
1602220.05,1602220.05.02,1602220.05.02.02,1602220.05.02.02.04.2,1602220,5,2,4,2,2,31,21,2,2,278,278
203339.02,0203339.02.01,0203339.02.01.01,0203339.02.01.01.01.1,203339,2,1,1,1,1,54,21,4,2,345,345
2560815.15,2560815.15.01,2560815.15.01.03,2560815.15.01.03.05.2,2560815,15,1,5,3,1,25,21,3,2,514,514
206131.03,0206131.03.01,0206131.03.01.01,0206131.03.01.01.02.1,206131,3,1,2,1,2,52,21,6,2,274,274
206155.05,0206155.05.01,0206155.05.01.01,0206155.05.01.01.07.1,206155,5,1,7,1,1,45,21,5,2,966,966
203339.01,0203339.01.01,0203339.01.01.04,0203339.01.01.04.11.1,203339,1,1,11,4,2,24,21,12,2,1036,1036
206156.05,0206156.05.01,0206156.05.01.03,0206156.05.01.03.09.1,206156,5,1,9,3,2,24,21,7,2,914,914
205796.04,0205796.04.01,0205796.04.01.01,0205796.04.01.01.02.1,205796,4,1,2,1,1,66,21,1,2,368,368
206540.01,0206540.01.01,0206540.01.01.01,0206540.01.01.01.08.1,206540,1,1,8,1,1,70,21,3,2,358,358
205119.01,0205119.01.01,0205119.01.01.02,0205119.01.01.02.02.1,205119,1,1,2,2,2,53,21,99,2,365,365
204002.03,0204002.03.01,0204002.03.01.02,0204002.03.01.02.02.1,204002,3,1,2,2,2,41,21,12,2,387,387
206033.02,0206033.02.01,0206033.02.01.01,0206033.02.01.01.01.1,206033,2,1,1,1,1,77,21,9,2,320,320
203693.05,0203693.05.01,0203693.05.01.01,0203693.05.01.01.02.1,203693,5,1,2,1,1,66,21,4,2,363,363
204809.04,0204809.04.01,0204809.04.01.01,0204809.04.01.01.01.2,204809,4,1,1,1,1,57,21,3,2,399,399
203339.05,0203339.05.01,0203339.05.01.02,0203339.05.01.02.03.2,203339,5,1,3,2,2,39,21,8,2,345,345
204809.04,0204809.04.01,0204809.04.01.01,0204809.04.01.01.03.4,204809,4,1,3,1,1,57,21,9,2,399,399
204809.04,0204809.04.01,0204809.04.01.01,0204809.04.01.01.03.5,204809,4,1,3,1,1,57,21,7,2,399,399
207451.01,0207451.01.01,0207451.01.01.01,0207451.01.01.01.04.1,207451,1,1,4,1,1,34,21,3,2,887,887
206269.05,0206269.05.01,0206269.05.01.02,0206269.05.01.02.02.2,206269,5,1,2,2,2,28,21,6,2,391,391
